Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp,date_time,date,classification,profit,trade_size
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83604.0,0.02961,2475.51,BUY,12-04-2025 17:42,15.27345,Open Long,0.0,0xf8f3d2da8e19b9ad075f042166705802010100e0abc9fd59ec090265371db3b4,86011228143.0,True,0.618878,951000000000000.0,1740000000000.0,2025-12-04 17:42:00,2025-12-04,,0.0,2475.51
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83604.0,2.98074,249201.79,BUY,12-04-2025 17:42,15.30306,Open Long,0.0,0xf8f3d2da8e19b9ad075f042166705802010100e0abc9fd59ec090265371db3b4,86011228143.0,True,62.300446,24900000000000.0,1740000000000.0,2025-12-04 17:42:00,2025-12-04,,0.0,249201.79
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83604.0,0.046,3845.78,BUY,12-04-2025 17:42,18.2838,Open Long,0.0,0xf8f3d2da8e19b9ad075f042166705802010100e0abc9fd59ec090265371db3b4,86011228143.0,True,0.961446,230000000000000.0,1740000000000.0,2025-12-04 17:42:00,2025-12-04,,0.0,3845.78
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83604.0,0.01196,999.9,BUY,12-04-2025 17:42,18.3298,Open Long,0.0,0xf8f3d2da8e19b9ad075f042166705802010100e0abc9fd59ec090265371db3b4,86011228143.0,True,0.249975,32100000000000.0,1740000000000.0,2025-12-04 17:42:00,2025-12-04,,0.0,999.9
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83605.0,0.0086,719.0,BUY,12-04-2025 17:42,18.34176,Open Long,0.0,0xf8f3d2da8e19b9ad075f042166705802010100e0abc9fd59ec090265371db3b4,86011228143.0,True,0.17975,743000000000000.0,1740000000000.0,2025-12-04 17:42:00,2025-12-04,,0.0,719.0
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83605.0,0.23922,19999.99,BUY,12-04-2025 17:42,18.35036,Open Long,0.0,0xf8f3d2da8e19b9ad075f042166705802010100e0abc9fd59ec090265371db3b4,86011228143.0,True,4.999997,1020000000000000.0,1740000000000.0,2025-12-04 17:42:00,2025-12-04,,0.0,19999.99
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83605.0,1.79415,149999.91,BUY,12-04-2025 17:42,18.58958,Open Long,0.0,0xf8f3d2da8e19b9ad075f042166705802010100e0abc9fd59ec090265371db3b4,86011228143.0,True,37.499977,555000000000000.0,1740000000000.0,2025-12-04 17:42:00,2025-12-04,,0.0,149999.91
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83605.0,0.0126,1053.42,BUY,12-04-2025 17:42,20.38373,Open Long,0.0,0xf8f3d2da8e19b9ad075f042166705802010100e0abc9fd59ec090265371db3b4,86011228143.0,True,0.263355,878000000000000.0,1740000000000.0,2025-12-04 17:42:00,2025-12-04,,0.0,1053.42
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83605.0,0.73118,61130.3,BUY,12-04-2025 17:42,20.39633,Open Long,0.0,0xf8f3d2da8e19b9ad075f042166705802010100e0abc9fd59ec090265371db3b4,86011228143.0,True,15.282575,117000000000000.0,1740000000000.0,2025-12-04 17:42:00,2025-12-04,,0.0,61130.3
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83606.0,0.1196,9999.28,BUY,12-04-2025 17:42,21.12751,Open Long,0.0,0xf8f3d2da8e19b9ad075f042166705802010100e0abc9fd59ec090265371db3b4,86011228143.0,True,2.499819,1100000000000000.0,1740000000000.0,2025-12-04 17:42:00,2025-12-04,,0.0,9999.28
